fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
5.9,0.24,1.4,60,247,9.6,6
4.2,0.215,5.1,64,157,8,3
8.1,0.24,10.5,34,105,11.8,6
5.8,0.23,2,39,154,10.2,6
7.5,0.33,2.6,26,126,12.7,6
6.6,0.38,9.2,42,214,9.4,5
6.4,0.15,1.8,21,115,10.2,5
6.5,0.32,5.7,27,91,12,7
7.5,0.22,2.4,29,100,11.3,7
6.4,0.23,1.9,40,118,11.8,7
6.1,0.22,1.4,40,129,10.9,5
6.5,0.48,0.9,32,99,9.8,4
6.6,0.23,4.6,29,154,12.2,8
6.4,0.16,1.4,21,125,11.1,7
6.6,0.38,9.2,42,214,9.4,5
7.4,0.16,1.4,23,140,11.4,6
6.4,0.15,1.8,21,115,10.2,5
6.5,0.32,2.3,20,127,12.8,6
6.7,0.12,2.3,43,125,10.1,7
6.6,0.2,4.4,35,168,9.4,6
8,0.34,6.4,38,103,12.2,6
6.8,0.21,2.9,40,121,10.9,7
6.8,0.23,2.8,40,122,10.9,7
6.8,0.21,2.9,40,121,10.9,7
6.6,0.2,4.4,35,168,9.4,6
6.6,0.28,8.2,60,196,9.4,5
7.8,0.25,1,10,80,11.4,5
5.6,0.12,2.9,21,73,12.9,8
6.6,0.28,7,59,194,9.4,5
6.8,0.17,1.8,29,84,12,7
7.3,0.25,1.5,19,113,10.1,6
6.6,0.28,7,59,194,9.4,5
6.6,0.28,8.2,60,196,9.4,5
6.5,0.25,7.6,54,184,9.2,5
6.3,0.24,2.3,43,109,11.8,6
6.8,0.32,8.7,31,105,12.3,7
7.8,0.25,1,10,80,11.4,5
5.6,0.12,2.9,21,73,12.9,8
6.6,0.24,6.7,26,91,12.3,6
6.3,0.22,5,36,93,13.5,7
6,0.32,1.9,41,142,12.8,7
6.3,0.19,2,33,96,12.8,7
6,0.32,1.9,41,142,12.8,7
9.4,0.24,8.5,124,208,11,3
6.4,0.35,12.6,19,124,10.6,6
6.7,0.46,5.2,35,96,12.4,7
6.3,0.3,2.1,33,142,12.9,7
6,0.19,1.1,67,152,11.1,7
5.9,0.24,1.3,36,95,12.9,7
7.3,0.145,1.1,14,64,11.8,7
6.6,0.435,9.2,66,243,9.1,6
5.8,0.18,1.2,19,74,12.7,7
5.8,0.18,1.1,31,96,12,6
5.6,0.32,8.3,32,105,11.2,6
6.6,0.16,1.8,26,105,12.4,7
5.1,0.21,1.4,48,148,10.4,5
7.5,0.29,15.7,29,124,10.4,5
6,0.26,4.35,15,80,12.7,6
5.7,0.26,1.8,30,105,12.5,7
7.1,0.17,1.6,15,103,12,6
6.9,0.17,2,13,117,11.6,6
6.8,0.25,5,42,126,12.6,7
6.6,0.17,1.8,62,178,10.2,5
5.8,0.17,1.3,11,70,10.4,7
6.4,0.24,1,18,122,11.5,5
6.7,0.21,1.4,36,112,11,6
6.7,0.23,8.1,45,176,10.1,6
6.8,0.23,8.6,47,159,10.5,6
6.5,0.22,3.7,29,151,12.1,7
5.1,0.165,5.7,42,146,9.9,6
6.6,0.425,2.35,23,87,11.4,6
6.9,0.38,13.65,52,189,9.5,6
6.9,0.38,13.65,52,189,9.5,6
6.9,0.38,13.65,52,189,9.5,6
7.2,0.27,15.2,6,41,10.9,6
7.6,0.17,4.6,23,98,9.5,6
6.2,0.3,1.2,19,125,12.6,6
7.6,0.17,4.6,23,98,9.5,6
6.5,0.26,6.65,34,104,11.1,5
6.9,0.36,13.55,51,189,9.5,7
6.9,0.38,13.65,52,189,9.5,6
6.8,0.18,9.8,64,188,10.6,6
6.7,0.18,10.3,64,185,10.6,6
6.6,0.16,6.7,43,157,10.8,6
7.2,0.27,15.2,6,41,10.9,6
6.4,0.17,9.9,26,101,9.9,6
7.2,0.22,7.2,41,132,11.3,6
6,0.22,1.1,47,90,12.6,6
6.7,0.36,8.3,29,81,12.5,6
6.5,0.43,11.25,31,87,12.4,6
5.9,0.2,12.8,29,132,11.8,7
5.3,0.32,9.65,26,119,12.2,6
6.8,0.2,12.6,54,136,10.7,6
6,0.22,12.2,25,97,11.3,7
6.7,0.36,8.3,29,81,12.5,6
6.5,0.43,11.25,31,87,12.4,6
7.1,0.18,1.3,12,72,11.3,7
6.4,0.17,9.9,26,101,9.9,6
7.2,0.22,7.2,41,132,11.3,6
6,0.22,1.1,47,90,12.6,6
6,0.2,1.1,38,67,11.5,6
7.6,0.2,4.8,26,76,12.3,7
6.2,0.3,1.1,31,111,12.2,6
6,0.29,1.4,30,114,13.2,6
6.6,0.18,1.7,53,161,10.2,6
7,0.22,10.6,32,117,11.5,7
6,0.29,1.4,30,114,13.2,6
6.2,0.3,1.1,31,111,12.2,6
5.6,0.15,5.55,51,139,11,6
6.9,0.28,2.1,49,121,13.2,7
5.9,0.19,1.7,57,135,9.5,5
7.8,0.22,9,38,132,10.2,6
6.6,0.18,1.7,53,161,10.2,6
7,0.4,1.8,51,189,11.4,6
6.1,0.28,4.7,56,140,12.5,8
7.6,0.36,11.3,87,221,9.2,5
6.5,0.28,3.6,29,121,12.1,7
6.9,0.19,6.9,51,125,10.7,7
6.5,0.28,3.6,29,121,12.1,7
6.4,0.22,4.9,50,156,11.2,6
6.8,0.23,6.95,42,179,10.6,6
6.4,0.32,1.9,34,126,11.8,6
6.1,0.28,4.7,56,140,12.5,8
7.6,0.36,11.3,87,221,9.2,5
8.8,0.39,1.8,22,80,12.6,6
6.6,0.24,11.3,11,77,12.8,7
6.9,0.29,8.2,35,112,12.3,6
6.9,0.28,8.3,37,113,12.3,8
6.7,0.38,9.55,35,91,12.4,6
8,0.28,8.4,35,115,12.3,6
6.5,0.25,7.8,52,188,9.1,5
6.6,0.26,7.8,48,186,9.1,5
7.4,0.29,10.2,43,138,10.6,6
6.3,0.19,5.5,44,189,10.3,6
6.1,0.33,7.8,52,183,9.5,5
5.6,0.32,7.4,25,95,11.1,6
7.7,0.46,3.3,18,143,10.8,6
8.8,0.19,5,34,120,11.2,5
7.7,0.46,3.3,18,143,10.8,6
8.8,0.27,5,52,99,11.4,5
5.8,0.18,1.3,9,94,11.2,6
5.8,0.15,1.2,14,119,10.2,6
5.6,0.32,7.4,25,95,11.1,6
6.1,0.33,7.8,52,183,9.5,5
7.1,0.32,9.9,63,192,10.2,6
6.2,0.23,0.7,24,111,11,3
8.9,0.3,4.6,32,148,11.5,7
6,0.14,5.6,37,127,9.8,6
6.8,0.24,9.5,56,157,10.1,6
6.7,0.21,14.8,31,195,8.8,6
8.9,0.3,4.6,32,148,11.5,7
6.1,0.3,2.1,50,163,12.7,7
7.2,0.37,11.6,34,214,9.8,6
6.7,0.64,1.2,18,76,12.9,4
7.2,0.37,11.6,34,214,9.8,6
6.1,0.3,2.1,50,163,12.7,7
7.6,0.28,20.15,30,145,8.5,5
6.3,0.29,4.7,28,81,12.7,8
6.2,0.28,4.3,22,105,13.1,8
7.1,0.18,14.5,48,156,9.1,5
6.4,0.32,4.9,18,122,12.5,6
7.1,0.17,14.55,47,156,9.1,6
7.1,0.17,14.55,47,156,9.1,6
5.8,0.24,10.05,63,162,11.2,6
6.4,0.32,4.9,18,122,12.5,6
7.1,0.18,14.5,48,156,9.1,5
7.1,0.17,14.55,47,156,9.1,6
7.1,0.18,15.25,45,158,9.1,6
7.8,0.29,3.15,41,117,11.5,5
6.2,0.255,1.3,30,86,12.9,7
8.2,0.34,5.2,19,92,12.5,6
6.5,0.24,1.1,26,83,12.3,6
6.9,0.24,7.1,20,97,11.4,6
6.7,0.4,8.8,24,113,9.4,5
6.7,0.3,18.5,65,224,9.1,5
6.7,0.4,8.8,24,113,9.4,5
6.8,0.17,1.4,35,106,12,5
7.1,0.25,1.2,31,111,11.1,5
5.9,0.27,5,14,97,11.8,7
6,0.16,1.6,36,106,11.4,6
6.7,0.3,18.75,65,224,9.1,5
6.6,0.15,6,59,128,12.1,8
7.3,0.34,9.4,34,178,10.4,6
6,0.17,9.7,33,98,9.2,6
6.7,0.47,4.75,29,134,13,7
6.6,0.15,6,59,128,12.1,8
6.6,0.21,5.35,43,106,11.5,7
6.6,0.21,5.35,43,106,11.5,7
8,0.24,6.8,13,134,10,5
5.6,0.34,6.9,23,89,11.1,6
5.8,0.54,1.4,40,107,12.4,5
7.3,0.23,0.9,29,86,12.2,6
6,0.39,1.2,60,172,10.6,5
6.1,0.105,1.3,55,145,11.1,7
5.8,0.32,2.6,17,123,13.9,7
7.6,0.22,12,68,143,9.2,6
6.8,0.19,9.85,41,103,10.5,6
6.7,0.24,3.85,105,179,11.3,8
6.8,0.17,2,38,111,12.9,6
6.2,0.3,1.6,40,106,12.9,7
6.9,0.29,7.8,52,171,9.6,5
6.8,0.19,1.9,41,108,12.9,6
6.8,0.17,2,38,111,12.9,6
6.6,0.24,10.3,54,219,8.8,5
6.6,0.16,1.1,27,93,13.2,8
7.6,0.22,12,68,143,9.2,6
6.7,0.24,3.85,105,179,11.3,8
6.8,0.19,9.85,41,103,10.5,6
6.7,0.16,2,24,131,10.5,6
6.5,0.3,4,37,97,12.6,8
6.5,0.22,1.1,36,191,9.5,6
6.2,0.36,10.4,22,184,9.8,6
6.2,0.37,6.1,19,86,13.4,8
7.6,0.31,1.8,39,150,11.8,7
6.2,0.36,10.4,22,184,9.8,6
5.9,0.32,4.7,34,94,13.1,7
6.5,0.3,4,37,97,12.6,8
5.8,0.22,1.1,36,131,10.4,5
5.4,0.45,6.4,20,102,13.4,8
6.1,0.36,8.15,14,88,13,7
6.2,0.37,6.1,19,86,13.4,8
7.5,0.21,4.8,39,113,10.2,7
6.9,0.28,1.2,16,98,11.7,6
6.5,0.22,1.1,36,191,9.5,6
7.8,0.2,1.4,25,83,11.7,6
6.7,0.28,7.4,7,81,11.4,8
7.6,0.31,1.8,39,150,11.8,7
8,0.2,1,24,111,11.2,6
6,0.28,15.5,31,134,13,7
6,0.28,15.5,31,134,13,7
6.7,0.24,8.4,42,123,10.9,6
6.3,0.22,2.4,38,102,11.6,7
6,0.24,3.95,61,134,11.3,7
7.7,0.43,19.95,42,164,12,6
6.4,0.3,2,18,141,10.5,6
6.1,0.33,3,30,124,13.1,7
6,0.28,15.5,31,134,13,7
6.7,0.24,8.4,42,123,10.9,6
6.7,0.29,14.3,30,181,9.1,5
6.9,0.33,4.2,21,93,13.4,7
6.5,0.16,1.4,29,133,11.5,7
6,0.2,3,26,118,11.2,7
7.5,0.33,4.9,21,155,10.9,6
7.1,0.36,2.4,35,115,13.5,7
6.7,0.29,14.3,30,181,9.1,5
6.4,0.26,10.7,66,179,9.9,6
7,0.22,11,75,167,10.5,6
6.5,0.19,1.4,22,90,11.7,7
6.3,0.21,1.2,30,117,11,6
7.9,0.35,12.9,13,63,13,6
7.7,0.38,10.8,28,95,13.6,6
6.8,0.19,1.3,22,87,12.3,7
7.2,0.33,2,61,171,13.3,7
6.6,0.29,1.8,38,102,13.7,7
7.5,0.2,1.2,26,131,11.1,5
6.9,0.33,7.5,46,132,13.4,7
6,0.23,9.7,101,207,9.1,5
5.9,0.23,3.8,61,152,11.3,7
6.6,0.32,7.2,55,178,9.4,5
6,0.23,9.7,101,207,9.1,5
5.3,0.36,6.3,40,132,11.6,6
5.3,0.36,6.3,40,132,11.6,6
8.9,0.27,0.8,29,128,12.4,6
7.6,0.23,8.6,65,146,9.8,6
6.9,0.75,6.3,19,50,11.1,4
7.1,0.35,3.1,28,134,13.1,7
7.2,0.31,7.2,45,178,9.7,5
6.4,0.28,7.1,49,179,9.2,5
7.2,0.23,6.4,17,85,11.7,6
6.6,0.22,14.7,50,136,10.6,6
7.2,0.31,7.2,45,178,9.7,5
6.4,0.28,7.1,49,179,9.2,5
7.2,0.24,1.9,30,92,10.9,6
6.2,0.27,1.2,28,105,10.1,5
6.5,0.28,4.8,54,128,12.2,7
7.2,0.27,1.2,27,80,12.7,6
7.8,0.28,3.4,27,99,13,6
8.1,0.26,4.3,43,123,11.2,6
6.6,0.23,8.5,46,153,9.4,6
6,0.33,1.8,49,159,11,6
6,0.33,1.8,49,159,11,6
7.3,0.2,19.5,69,237,9.2,6
6.6,0.23,8.5,46,153,9.4,6
7.3,0.2,19.9,69,237,9.2,6
6.2,0.47,8.3,24,142,12.3,6
6,0.33,1.8,49,159,11,6
7.2,0.14,1.1,48,116,10,6
5.7,0.22,16.65,39,110,9,6
5.7,0.22,16.65,39,110,9,6
5.7,0.22,16.65,39,110,9,6
8.1,0.2,0.9,49,87,11.1,6
5.8,0.14,6.1,27,123,9.9,6
4.8,0.21,10.2,17,112,12.2,7
8.1,0.2,0.9,49,87,11.1,6
5.7,0.22,16.65,39,110,9,6
7.5,0.34,3.85,5,34,11.8,4
6.6,0.64,4.4,19,78,12.9,6
7,0.48,4.5,23,86,9,5
7.6,0.37,3.2,42,162,12.4,6
7,0.48,4.5,23,86,9,5
6.6,0.64,4.4,19,78,12.9,6
8,0.25,9.7,15,85,11.2,6
7.6,0.38,4.2,7,112,12.6,6
6.9,0.26,4.2,20,80,11.5,6
7.8,0.15,1.1,31,93,11.3,7
8,0.25,9.7,15,85,11.2,6
6.9,0.26,4.2,20,80,11.5,6
5.9,0.655,5.6,8,31,10.5,4
7.6,0.38,4.2,7,112,12.6,6
7.8,0.31,1.6,20,87,11.9,6
8.1,0.17,1.6,24,119,10.1,6
6.8,0.18,1.1,32,112,11,7
7.4,0.28,14.6,35,161,10.6,5
7.3,0.23,2.6,39,120,11.3,7
6.7,0.22,1.2,5,124,11.2,4
7.4,0.25,7.25,14,78,11.5,7
7.5,0.3,6.55,33,143,11.1,5
7.2,0.26,7,19,130,12.8,7
6.3,0.32,1.5,12,76,12.3,6
7.7,0.24,1.4,15,102,10.4,6
7.4,0.25,7.25,14,78,11.5,7
7,0.24,1,42,104,11.7,7
5.8,0.28,4.2,52,158,10.7,7
6.8,0.19,17.5,21,114,9.5,6
6.8,0.19,17.5,21,114,9.5,6
6.8,0.19,17.5,21,114,9.5,6
6.6,0.19,1.5,37,107,12,7
6.4,0.28,1.3,28,186,10.8,5
5.6,0.28,3.9,52,158,10.7,7
5.6,0.28,4.2,52,158,10.7,7
6.8,0.19,7.6,37,107,10.7,7
7.2,0.16,1,40,123,12.1,7
6.6,0.17,1.1,55,108,11.9,7
6.6,0.19,11.8,54,137,10.8,6
5.8,0.2,1.4,65,169,12.3,7
6.6,0.39,9.7,49,226,9.4,6
6.8,0.12,12.9,32,88,9.9,6
6.6,0.295,1.6,29,140,10.4,7
6.6,0.26,7.2,28,137,10.4,6
7,0.32,7.1,37,122,12.6,7
7.4,0.36,1.9,31,69,12.5,6
6.7,0.35,8.8,35,167,9.4,5
6.4,0.38,7.2,41,151,9.2,5
6.8,0.14,1.4,30,90,11.2,6
7,0.16,14.3,27,149,9.2,6
7,0.16,14.3,27,149,9.2,6
6.7,0.35,8.8,35,167,9.4,5
6.8,0.14,1.4,30,90,11.2,6
6.8,0.16,1.8,31,114,10.8,6
7,0.16,14.3,27,149,9.2,6
6.4,0.38,7.2,41,151,9.2,5
7.2,0.24,1.2,11,95,12.5,6
7.7,0.32,11.8,66,188,9.3,5
7,0.29,0.9,20,117,11.4,5
7.1,0.27,12.6,48,118,10,7
6.8,0.45,26.05,27,122,10.6,6
6.3,0.2,4.7,108,168,10.7,7
7.1,0.27,12.6,48,118,10,7
7.2,0.24,1.2,11,95,12.5,6
6.8,0.45,26.05,27,122,10.6,6
6.6,0.36,6.1,12,93,12.8,7
7.7,0.32,11.8,66,188,9.3,5
7,0.29,0.9,20,117,11.4,5
6.4,0.37,5.6,61,183,9.5,5
6.4,0.38,5.3,57,181,9.5,6
6.4,0.36,5.7,61,172,9.5,6
6.6,0.3,8,21,124,10.8,6
6.6,0.3,8,21,124,10.8,6
6.5,0.21,17.6,34,125,8.8,6
6.6,0.3,8,21,124,10.8,6
7.6,0.31,8.8,57,156,11,7
5.8,0.58,1.5,33,96,12.4,6
6.5,0.26,1.4,12,66,11.3,7
8.7,0.3,4.8,23,127,11.2,7
6.4,0.29,2.4,34,89,12.5,7
6.7,0.13,3.7,32,99,10,6
6.8,0.19,4.9,42,130,11,6
6,0.25,5.7,56,152,10.5,6
6,0.25,5.7,56,152,10.5,6
6.8,0.19,4.9,42,130,11,6
6.4,0.24,2,30,133,11.4,7
5.9,0.18,5.1,50,139,11.3,6
7.2,0.33,4.5,10,73,12.2,7
6.4,0.29,3.2,31,95,12.6,7
7.3,0.31,6.65,30,138,11.1,5
7,0.29,1.6,34,126,12.3,6
6.9,0.19,4,6,122,10.4,4
6.3,0.32,17.75,51,190,8.8,6
6.6,0.085,1.4,17,109,9.5,6
6.3,0.32,17.75,51,190,8.8,6
6.8,0.18,7.2,17,109,10.4,6
6.8,0.52,5.7,27,130,13,7
7.1,0.28,8.5,25,191,12.2,7
5.7,0.15,11.4,49,128,10.5,8
5.8,0.275,5.4,41,149,10.8,7
5.4,0.53,2.7,34,128,13.2,8
5.8,0.32,4.3,46,115,13,8
6.7,0.22,1.2,26,152,10,6
6.1,0.6,1.8,11,76,10.4,4
6.5,0.26,1.3,59,145,12.4,6
5,0.29,5.7,54,155,12.9,8
5.4,0.53,2.7,34,128,13.2,8
6.8,0.21,11.7,61,152,10.5,7
5.8,0.32,4.3,46,115,13,8
6.5,0.27,11,2,82,11.2,5
5.9,0.37,1.6,41,102,12.7,7
6.2,0.21,11.6,61,155,9.4,6
6.8,0.3,6.2,29,95,12.9,7
7.3,0.41,1.8,26,74,13,8
5.4,0.3,1.2,25,93,13.6,7
6.6,0.34,1,26,112,9.1,5
5.6,0.25,2.4,42,166,10.4,6
5.3,0.3,1.2,25,93,13.6,7
6.9,0.58,8.2,29,169,12.2,6
7.2,0.23,18.8,19,111,8.7,5
7.1,0.2,9.6,19,105,10.5,7
6.8,0.15,12.9,79.5,183,10.2,6
7,0.22,9.2,37,122,12.5,8
6.4,0.16,1.2,39,122,11.3,7
6.8,0.15,12.9,79.5,183,10.2,6
6.8,0.31,8,33,122,12.6,7
6.8,0.15,12.9,79.5,183,10.2,6
7.6,0.3,1.6,27,177,9.8,5
6,0.16,12,39,98,10.8,5
7.1,0.21,2.5,41,186,12.5,6
7,0.22,9.2,37,122,12.5,8
5.6,0.21,4.4,37,150,11.5,7
7.4,0.22,8.8,23,112,11.4,6
7.1,0.2,9.6,19,105,10.5,7
6.8,0.31,8,33,122,12.6,7
7.2,0.23,18.8,19,111,8.7,5
6.4,0.15,1.3,61,146,11,6
6.4,0.16,1.2,39,122,11.3,7
6.8,0.15,12.9,79.5,182,10.2,6
6.3,0.22,1.2,32,96,11.6,6
7.6,0.3,1.6,27,177,9.8,5
7,0.3,1.5,24,145,10.1,5
6.6,0.26,18.15,23,139,9.2,5
7.5,0.24,13.1,26,180,9.1,6
7.5,0.24,13.1,26,180,9.1,6
7.5,0.24,13.1,26,180,9.1,6
7.5,0.24,13.1,26,180,9.1,6
6.6,0.15,1,45,79,11.7,6
6.7,0.34,1.6,29,114,12.6,6
7.7,0.35,11.8,61,183,9,5
6.7,0.31,1.4,53,141,10.1,5
4.7,0.67,1,5,9,13.6,5
7.5,0.24,13.1,26,180,9.1,6
6.3,0.2,10.6,57,159,9.2,5
6.6,0.28,10.4,45,190,8.8,5
8.5,0.18,1.1,34,95,10,4
6.5,0.35,7.4,20,196,9.1,6
6.8,0.22,1.2,29,182,11.2,5
6.3,0.18,3.4,20,119,9.2,6
6.6,0.26,18.15,23,139,9.2,5
6.6,0.3,8,54,200,9.5,5
6.3,0.34,2.5,40,152,11.9,7
7.7,0.3,2,28,138,9.8,5
7.7,0.31,2,29,134,9.8,5
5.7,0.265,6.9,46,150,10.8,7
5.4,0.255,1.2,29,122,11.3,6
6.6,0.26,9.4,13,121,12.1,6
4.8,0.17,2.9,22,111,11.3,7
5.7,0.265,6.9,46,150,10.8,7
6.2,0.2,5.4,21,75,13.5,7
7.5,0.28,1.3,11,126,10.3,5
6.2,0.22,20.8,58,184,9,6
7,0.34,10.3,51,166,11.6,6
7.5,0.28,1.3,11,126,10.3,5
6.5,0.19,1.6,39,116,12.5,6
6,0.21,13.1,28,125,8.6,5
6.1,0.22,1.8,34,74,13.4,6
6.5,0.32,8,18,88,12.7,4
7.1,0.21,1.6,65,120,9.2,5
5.6,0.26,1.4,18,135,10.2,6
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7,0.15,14.7,29,149,9,7
7.4,0.27,1.8,45,121,11.9,5
6.8,0.22,10.6,67,194,9,6
6.2,0.24,12.5,47,134,9,5
6.3,0.28,6.8,40,143,11,6
7,0.15,14.7,29,149,9,7
5.5,0.17,2.9,10,108,10,5
6.5,0.26,1.4,25,184,10.7,5
6.6,0.27,1.4,24,183,10.7,5
5.4,0.46,2.1,29,130,13.4,8
7.8,0.19,7.4,47,124,11,6
5.5,0.17,2.9,10,108,10,5
6.5,0.26,1.4,25,184,10.7,5
6.6,0.27,1.4,24,183,10.7,5
7.8,0.19,7.4,47,124,11,6
7.8,0.2,5,31,101,11,6
6.1,0.17,2.5,22,98,11.1,7
7.4,0.2,6.1,10,40,10.9,5
6.7,0.39,2.7,22,80,11.5,5
5.4,0.46,2.1,29,130,13.4,8
6.9,0.4,12.9,59,186,9.4,5
6.9,0.4,12.9,59,186,9.4,5
6.9,0.4,12.9,59,186,9.4,5
6.3,0.24,13.7,53,134,10.6,6
6.9,0.4,12.9,59,186,9.4,5
7.4,0.27,2.4,15,143,12,4
6.1,0.27,9.8,61,125,10.2,6
6.3,0.24,13.7,53,134,10.6,6
5,0.61,1.3,65,100,13.5,5
6.7,0.42,12.1,61,248,9.7,5
6.5,0.33,6.1,41,103,12.2,6
6.9,0.33,7.7,29,135,12.3,5
6.5,0.33,6.1,41,103,12.2,6
6.3,0.15,1.4,38,100,11.4,7
6.5,0.32,7.7,31,97,12.7,7
6.7,0.42,12.1,61,248,9.7,5
7.4,0.25,6.8,31,113,10.8,6
7.6,0.27,9.2,23,96,11,6
6.4,0.27,8.3,52,196,9.5,5
6.5,0.25,17.4,29,140,10.1,6
5.6,0.19,2.7,11,100,13.2,7
7.4,0.29,12.8,61.5,182,8.8,5
6.4,0.34,8.2,54,201,9.5,5
6.6,0.27,8.1,53,202,9.5,5
6.6,0.26,8.2,52,191,9.5,6
6.4,0.27,8.3,52,196,9.5,5
6.5,0.26,8,46,197,9.5,5
6.8,0.25,11.8,53,133,10.4,6
6.3,0.32,12,63,170,9.9,6
5.5,0.24,1.7,22,113,10,5
6.5,0.25,17.4,29,140,10.1,6
6.6,0.13,13.9,33,95,9.4,6
7,0.39,10.7,13,91,9.3,5
7.9,0.21,2,21,138,10.9,5
7,0.3,2.2,21,177,11.4,5
8.1,0.2,1.3,7,49,10.3,5
8.3,0.18,1.1,20,57,11,6
7.9,0.21,2,21,138,10.9,5
7.2,0.17,6.4,16,111,10.8,6
8.1,0.2,1.3,7,49,10.3,5
8.3,0.18,1.1,20,57,11,6
7,0.39,10.7,13,91,9.3,5
6.8,0.21,6.4,7,113,10.2,5
6.9,0.21,6.3,7,109,10.2,6
7.2,0.17,6.4,16,111,10.8,6
6.8,0.26,15.1,42,162,10.5,3
7.2,0.28,2,23,156,11.1,5
7.9,0.21,2,21,138,10.9,5
7,0.3,2.2,21,177,11.4,5
7.4,0.34,12.1,31,149,10.3,5
6.3,0.43,8.8,18,106,12.9,7
6.8,0.41,8.8,28,131,9.9,5
6.3,0.4,5.1,43,131,11.3,6
5.1,0.35,6.8,36,120,11.5,6
5.1,0.35,6.8,36,120,11.5,6
6.3,0.3,3.7,34,132,10.7,5
6.9,0.28,12.2,52,139,10.4,6
7,0.33,5.7,39,204,12.5,6
6.7,0.26,8.1,48,197,9.5,5
7.3,0.24,2.5,31,104,11.3,7
6.7,0.46,4,12,88,13,6
5.1,0.35,6.8,36,120,11.5,6
5.1,0.23,1,13,99,11.5,5
6.3,0.4,5.1,43,131,11.3,6
7.1,0.44,5.8,24,100,13.2,7
4.8,0.26,10.6,23,111,11.5,7
6.8,0.31,3.5,30,130,9.6,5
6.8,0.31,3.5,30,130,9.6,5
7,0.15,16.4,45,110,9.7,6
6.5,0.41,4.8,49,142,9.2,5
6.2,0.31,3.3,34,113,8.4,5
8,0.27,1.2,41,103,12.4,6
8,0.27,1.2,41,103,12.4,6
6.5,0.41,4.8,49,142,9.2,5
6.2,0.31,3.3,34,113,8.4,5
6.7,0.37,2.5,24,84,11.7,6
6.6,0.21,8.7,41,191,11,6
7.5,0.26,1.6,36,109,11.9,6
7.5,0.34,4,46,100,13.2,7
6.7,0.37,2.5,24,84,11.7,6
6.4,0.32,16.2,36,176,9.1,5
6.7,0.24,9,20,109,12.6,6
6.4,0.32,16.2,36,176,9.1,5
7.1,0.39,1.4,23,90,10.5,6
8.2,0.31,7,18,87,10.6,5
6.7,0.24,9,20,109,12.6,6
5.9,0.17,3.1,32,123,13.7,7
5.9,0.2,1.5,38,93,12,6
6.6,0.32,4.6,26,120,12.5,7
5.9,0.12,4.8,40,110,12.1,6
5.9,0.18,4.6,68,137,11.3,6
5.9,0.2,1.5,38,93,12,6
5.4,0.17,2.7,28,104,10.3,6
6.1,0.21,6.3,47,136,12.7,6
7.3,0.25,7.2,52,207,9.2,5
7.3,0.25,7.2,52,207,9.2,5
6.2,0.22,12.4,108,152,9.5,6
6.5,0.27,6.6,98,175,10.1,6
6.5,0.27,6.6,98,175,10.1,6
6.6,0.39,4,17,98,13,7
6,0.31,4.8,41,101,13.1,6
8.4,0.23,1.3,59,113,11,6
7.3,0.25,7.2,52,207,9.2,5
6,0.22,11.1,112,177,9.4,6
6.2,0.22,12.4,108,152,9.5,6
6.1,0.23,9.8,74,134,10.2,6
6.5,0.27,6.6,98,175,10.1,6
7.3,0.36,13.3,63,193,8.6,4
7.6,0.37,11.7,58,181,9,5
6.7,0.26,8,50,194,9.6,5
7.4,0.22,1.6,45,98,9.9,7
6.1,0.22,16.55,54,135,10.5,5
7.1,0.28,1.5,20,98,11.4,5
6.5,0.35,10.2,58,170,9.4,5
6.8,0.73,6.6,25,65,11.1,4
6,0.28,17.8,42,111,8.9,6
6,0.28,17.8,42,111,8.9,6
7.1,0.2,1.5,28,129,10.8,5
6.8,0.33,7.4,34,143,12.2,6
6,0.28,17.8,42,111,8.9,6
7.2,0.24,2,21,63,12.5,6
6.8,0.33,7.4,34,143,12.2,6
7.2,0.24,2,21,63,12.5,6
6,0.28,17.8,42,111,8.9,6
6.2,0.27,12.1,43,127,10.8,6
6.4,0.38,8.2,28,98,11.4,6
7.1,0.2,1.5,28,129,10.8,5
6,0.21,8.7,47,127,10.6,5
7,0.34,3.5,17,63,9.2,5
5.9,0.435,6.4,21,134,12.2,6
7,0.25,2.1,17,76,12.3,6
6.7,0.26,7.7,40,179,10.4,6
7,0.24,12.3,72,172,10.4,6
8.5,0.23,1.3,54,110,11,7
6,0.21,8.7,47,127,10.6,5
7,0.34,3.5,17,63,9.2,5
4.8,0.65,1.1,4,10,13.5,4
6.1,0.22,2.8,12,65,11.4,6
5.8,0.27,3.5,26,69,11.5,6
5,0.455,1.9,33,106,14,7
6.5,0.33,3.8,34,88,12.5,7
6.5,0.33,3.8,34,88,12.5,7
6.7,0.31,2.4,30,83,12.8,7
6.2,0.39,4.8,45,138,11.2,7
6.2,0.39,4.8,45,138,11.2,7
7.1,0.37,6.2,49,139,13.6,6
7.2,0.23,1.3,70,109,9.2,6
6.5,0.33,3.8,34,88,12.5,7
7.2,0.25,1.5,24,105,11.1,6
6.2,0.39,4.8,45,138,11.2,7
4.7,0.455,1.9,33,106,14,7
7.1,0.37,6.2,49,139,13.6,6
6.2,0.28,7.9,49,206,9.4,5
